기준년월, 처리지사코드, 금융지원구분, 지원자수, 지원금액, 적재기준일자, 적재일시
201903,7210,4,24,135900000,20191017,2019-10-18 5:55
201903,4140,4,8,47400000,20191017,2019-10-18 5:55
201903,2040,4,59,409240000,20191017,2019-10-18 5:55
201903,4000,4,42,280100000,20191017,2019-10-18 5:55
201903,4110,4,28,147460000,20191017,2019-10-18 5:55
201903,2140,4,31,193300000,20191017,2019-10-18 5:55
201903,4030,4,41,217890000,20191017,2019-10-18 5:55
201903,4130,4,7,43200000,20191017,2019-10-18 5:55
201903,6220,4,8,49800000,20191017,2019-10-18 5:55
201903,5140,4,46,298700000,20191017,2019-10-18 5:55
201903,2060,4,75,477440000,20191017,2019-10-18 5:55
201903,3150,4,19,147800000,20191017,2019-10-18 5:55
201903,6120,4,17,89800000,20191017,2019-10-18 5:55
201903,2021,4,26,132500000,20191017,2019-10-18 5:55
201903,7001,4,14,109400000,20191017,2019-10-18 5:55
201903,3001,4,35,228260000,20191017,2019-10-18 5:55
201903,5160,4,50,332800000,20191017,2019-10-18 5:55
201903,6310,4,12,99600000,20191017,2019-10-18 5:55
201903,7120,4,6,45900000,20191017,2019-10-18 5:55
201903,3020,4,21,142800000,20191017,2019-10-18 5:55
201903,6210,4,17,88100000,20191017,2019-10-18 5:55
201903,3120,4,38,217600000,20191017,2019-10-18 5:55
201903,6230,4,22,155200000,20191017,2019-10-18 5:55
201903,2000,1,20,108900000,20191017,2019-10-18 5:55
201903,2000,2,5,25200000,20191017,2019-10-18 5:55
201903,2010,1,37,261800000,20191017,2019-10-18 5:55
201903,2010,2,22,117200000,20191017,2019-10-18 5:55
201903,2011,1,12,118300000,20191017,2019-10-18 5:55
201903,2011,2,6,38800000,20191017,2019-10-18 5:55
201903,2020,1,26,159600000,20191017,2019-10-18 5:55
201903,2021,1,5,30100000,20191017,2019-10-18 5:55
201903,2021,2,2,4600000,20191017,2019-10-18 5:55
201903,2030,1,25,223200000,20191017,2019-10-18 5:55
201903,2040,1,18,172600000,20191017,2019-10-18 5:55
201903,2040,2,8,45300000,20191017,2019-10-18 5:55
201903,2050,1,20,140300000,20191017,2019-10-18 5:55
201903,2050,2,3,16500000,20191017,2019-10-18 5:55
201903,2060,1,21,192000000,20191017,2019-10-18 5:55
201903,2060,2,5,44400000,20191017,2019-10-18 5:55
201903,2070,1,15,117100000,20191017,2019-10-18 5:55
201903,2080,1,8,63000000,20191017,2019-10-18 5:55
201903,2110,1,8,79200000,20191017,2019-10-18 5:55
201903,2130,1,7,59700000,20191017,2019-10-18 5:55
201903,2140,1,11,77400000,20191017,2019-10-18 5:55
201903,2150,1,4,39300000,20191017,2019-10-18 5:55
201903,3000,1,11,108100000,20191017,2019-10-18 5:55
201903,3001,1,4,37100000,20191017,2019-10-18 5:55
201903,3001,2,1,10000000,20191017,2019-10-18 5:55
201903,3010,1,20,168100000,20191017,2019-10-18 5:55
201903,3010,2,2,13000000,20191017,2019-10-18 5:55
201903,3020,1,4,30800000,20191017,2019-10-18 5:55
201903,3020,2,3,20000000,20191017,2019-10-18 5:55
201903,3110,1,14,83200000,20191017,2019-10-18 5:55
201903,3110,2,1,9000000,20191017,2019-10-18 5:55
201903,3120,1,16,109400000,20191017,2019-10-18 5:55
201903,3130,1,17,102600000,20191017,2019-10-18 5:55
201903,3130,2,2,9300000,20191017,2019-10-18 5:55
201903,3140,1,7,56900000,20191017,2019-10-18 5:55
201903,3140,2,27,91600000,20191017,2019-10-18 5:55
201903,3150,1,3,15500000,20191017,2019-10-18 5:55
201903,4000,1,18,148000000,20191017,2019-10-18 5:55
201903,4000,2,3,25700000,20191017,2019-10-18 5:55
201903,4001,1,5,55700000,20191017,2019-10-18 5:55
201903,4020,1,13,115600000,20191017,2019-10-18 5:55
201903,4020,2,4,29000000,20191017,2019-10-18 5:55
201903,4030,1,15,78000000,20191017,2019-10-18 5:55
201903,4030,2,2,20000000,20191017,2019-10-18 5:55
201903,4110,1,10,65600000,20191017,2019-10-18 5:55
201903,4110,2,1,9000000,20191017,2019-10-18 5:55
201903,4120,1,5,40100000,20191017,2019-10-18 5:55
201903,4120,2,3,23900000,20191017,2019-10-18 5:55
201903,4130,1,2,17100000,20191017,2019-10-18 5:55
201903,4140,1,2,11100000,20191017,2019-10-18 5:55
201903,5000,1,21,151400000,20191017,2019-10-18 5:55
201903,5000,2,8,55200000,20191017,2019-10-18 5:55
201903,5010,1,18,85200000,20191017,2019-10-18 5:55
201903,5010,2,3,22000000,20191017,2019-10-18 5:55
201903,5110,1,12,110700000,20191017,2019-10-18 5:55
201903,5110,2,1,4400000,20191017,2019-10-18 5:55
201903,5120,1,25,219100000,20191017,2019-10-18 5:55
201903,5120,2,1,5500000,20191017,2019-10-18 5:55
201903,5130,1,14,101800000,20191017,2019-10-18 5:55
201903,5140,1,14,109700000,20191017,2019-10-18 5:55
201903,5140,2,6,20200000,20191017,2019-10-18 5:55
201903,5160,1,24,175900000,20191017,2019-10-18 5:55
201903,5160,2,5,29100000,20191017,2019-10-18 5:55
201903,5170,1,10,90900000,20191017,2019-10-18 5:55
201903,5170,2,2,11800000,20191017,2019-10-18 5:55
201903,5180,1,9,83400000,20191017,2019-10-18 5:55
201903,5180,2,4,17700000,20191017,2019-10-18 5:55
201903,5190,1,7,43500000,20191017,2019-10-18 5:55
201903,5190,2,1,1200000,20191017,2019-10-18 5:55
201903,5210,1,11,102700000,20191017,2019-10-18 5:55
201903,5210,2,5,31500000,20191017,2019-10-18 5:55
201903,6000,1,12,108800000,20191017,2019-10-18 5:55
201903,6000,2,2,14400000,20191017,2019-10-18 5:55
201903,6001,1,5,40400000,20191017,2019-10-18 5:55
201903,6001,2,1,7000000,20191017,2019-10-18 5:55
201903,6110,1,12,76800000,20191017,2019-10-18 5:55
201903,6110,2,3,17900000,20191017,2019-10-18 5:55
201903,6120,1,7,38700000,20191017,2019-10-18 5:55
201903,6130,1,13,85600000,20191017,2019-10-18 5:55
201903,6210,1,2,7700000,20191017,2019-10-18 5:55
201903,6220,1,2,24500000,20191017,2019-10-18 5:55
201903,6230,1,14,116200000,20191017,2019-10-18 5:55
201903,6310,1,8,76600000,20191017,2019-10-18 5:55
201903,6310,2,2,13000000,20191017,2019-10-18 5:55
201903,7000,1,23,153700000,20191017,2019-10-18 5:55
201903,7000,2,1,5600000,20191017,2019-10-18 5:55
201903,7001,1,3,37500000,20191017,2019-10-18 5:55
201903,7001,2,3,26900000,20191017,2019-10-18 5:55
201903,7110,1,5,23900000,20191017,2019-10-18 5:55
201903,7110,2,2,5900000,20191017,2019-10-18 5:55
201903,7120,1,3,15900000,20191017,2019-10-18 5:55
201903,7210,1,12,81700000,20191017,2019-10-18 5:55
201903,7210,2,3,19200000,20191017,2019-10-18 5:55
201903,7220,1,2,25000000,20191017,2019-10-18 5:55
201903,2000,3,39,64300000,20191017,2019-10-18 5:55
201903,2010,3,64,111180000,20191017,2019-10-18 5:55
201903,2011,3,36,64510000,20191017,2019-10-18 5:55
201903,2020,3,34,61230000,20191017,2019-10-18 5:55
201903,2021,3,36,64800000,20191017,2019-10-18 5:55
201903,2030,3,56,100420000,20191017,2019-10-18 5:55
201903,2040,3,69,115610000,20191017,2019-10-18 5:55
201903,2050,3,42,72000000,20191017,2019-10-18 5:55
201903,2060,3,73,116730000,20191017,2019-10-18 5:55
201903,2070,3,20,39250000,20191017,2019-10-18 5:55
201903,2080,3,3,6000000,20191017,2019-10-18 5:55
201903,2110,3,5,7500000,20191017,2019-10-18 5:55
201903,2130,3,5,10000000,20191017,2019-10-18 5:55
201903,2140,3,1,2000000,20191017,2019-10-18 5:55
201903,2150,3,3,5800000,20191017,2019-10-18 5:55
201903,3000,3,53,77510000,20191017,2019-10-18 5:55
201903,3001,3,52,91210000,20191017,2019-10-18 5:55
201903,3010,3,30,51400000,20191017,2019-10-18 5:55
201903,3020,3,28,50260000,20191017,2019-10-18 5:55
201903,3110,3,32,58060000,20191017,2019-10-18 5:55
201903,3120,3,33,58200000,20191017,2019-10-18 5:55
201903,3130,3,26,50100000,20191017,2019-10-18 5:55
201903,3140,3,2,3000000,20191017,2019-10-18 5:55
201903,3150,3,15,30000000,20191017,2019-10-18 5:55
201903,4000,3,54,87020000,20191017,2019-10-18 5:55
201903,4001,3,17,30100000,20191017,2019-10-18 5:55
201903,4020,3,11,21650000,20191017,2019-10-18 5:55
201903,4030,3,15,24610000,20191017,2019-10-18 5:55
201903,4110,3,11,22500000,20191017,2019-10-18 5:55
201903,4120,3,2,2800000,20191017,2019-10-18 5:55
201903,4130,3,1,2000000,20191017,2019-10-18 5:55
201903,4140,3,1,500000,20191017,2019-10-18 5:55
201903,5000,3,68,124400000,20191017,2019-10-18 5:55
201903,5010,3,28,48800000,20191017,2019-10-18 5:55
201903,5110,3,41,74210000,20191017,2019-10-18 5:55
201903,5120,3,19,36400000,20191017,2019-10-18 5:55
201903,5130,3,11,17350000,20191017,2019-10-18 5:55
201903,5140,3,18,31000000,20191017,2019-10-18 5:55
201903,5160,3,10,19650000,20191017,2019-10-18 5:55
201903,5170,3,8,15000000,20191017,2019-10-18 5:55
201903,5180,3,19,35600000,20191017,2019-10-18 5:55
201903,5190,3,2,4000000,20191017,2019-10-18 5:55
201903,5210,3,1,1000000,20191017,2019-10-18 5:55
201903,6000,3,32,62000000,20191017,2019-10-18 5:55
201903,6001,3,3,4250000,20191017,2019-10-18 5:55
201903,6110,3,27,48900000,20191017,2019-10-18 5:55
201903,6120,3,10,17600000,20191017,2019-10-18 5:55
201903,6130,3,13,25800000,20191017,2019-10-18 5:55
201903,6210,3,12,24000000,20191017,2019-10-18 5:55
201903,6220,3,2,4000000,20191017,2019-10-18 5:55
201903,6230,3,2,3000000,20191017,2019-10-18 5:55
201903,7000,3,106,175820000,20191017,2019-10-18 5:55
201903,7001,3,1,2000000,20191017,2019-10-18 5:55
201903,7110,3,40,59910000,20191017,2019-10-18 5:55
201903,7120,3,2,4000000,20191017,2019-10-18 5:55
201903,7210,3,25,47300000,20191017,2019-10-18 5:55
201904,6001,4,15,82000000,20191017,2019-10-18 5:55
201904,3130,4,26,135050000,20191017,2019-10-18 5:55
201904,7110,4,21,155100000,20191017,2019-10-18 5:55
201904,7000,4,39,208400000,20191017,2019-10-18 5:55
201904,3110,4,28,218500000,20191017,2019-10-18 5:55
201904,3010,4,25,189900000,20191017,2019-10-18 5:55
201904,3000,4,38,303750000,20191017,2019-10-18 5:55
201904,5210,4,18,112830000,20191017,2019-10-18 5:55
201904,5190,4,21,102900000,20191017,2019-10-18 5:55
201904,2050,4,30,204600000,20191017,2019-10-18 5:55
201904,2070,4,28,173480000,20191017,2019-10-18 5:55
201904,5180,4,30,176600000,20191017,2019-10-18 5:55
201904,6110,4,36,258400000,20191017,2019-10-18 5:55
201904,5170,4,24,117400000,20191017,2019-10-18 5:55
201904,2011,4,35,187900000,20191017,2019-10-18 5:55
201904,6130,4,19,114650000,20191017,2019-10-18 5:55
201904,2080,4,13,78400000,20191017,2019-10-18 5:55
201904,2120,4,2,1390000,20191017,2019-10-18 5:55
201904,2020,4,40,277600000,20191017,2019-10-18 5:55
201904,2150,4,7,31500000,20191017,2019-10-18 5:55
201904,5120,4,28,206400000,20191017,2019-10-18 5:55
201904,2030,4,57,359850000,20191017,2019-10-18 5:55
201904,2130,4,26,168900000,20191017,2019-10-18 5:55
201904,3140,4,13,65400000,20191017,2019-10-18 5:55
201904,6000,4,36,228080000,20191017,2019-10-18 5:55
201904,4120,4,10,61900000,20191017,2019-10-18 5:55
201904,4020,4,19,134200000,20191017,2019-10-18 5:55
201904,7220,4,8,55000000,20191017,2019-10-18 5:55
201904,5130,4,21,135500000,20191017,2019-10-18 5:55
201904,2110,4,8,72700000,20191017,2019-10-18 5:55
201904,4001,4,15,87100000,20191017,2019-10-18 5:55
201904,2010,4,64,374200000,20191017,2019-10-18 5:55
201904,2000,4,52,309850000,20191017,2019-10-18 5:55
201904,5010,4,42,251600000,20191017,2019-10-18 5:55
201904,5110,4,14,82900000,20191017,2019-10-18 5:55
201904,5000,4,64,369540000,20191017,2019-10-18 5:55
201904,5140,4,60,350420000,20191017,2019-10-18 5:55
201904,6220,4,4,30500000,20191017,2019-10-18 5:55
201904,4030,4,17,94200000,20191017,2019-10-18 5:55
201904,4130,4,3,12700000,20191017,2019-10-18 5:55
201904,2040,4,50,353990000,20191017,2019-10-18 5:55
201904,2140,4,15,117800000,20191017,2019-10-18 5:55
201904,4110,4,20,133500000,20191017,2019-10-18 5:55
201904,4000,4,37,265600000,20191017,2019-10-18 5:55
201904,7210,4,22,149800000,20191017,2019-10-18 5:55
201904,4140,4,4,25900000,20191017,2019-10-18 5:55
201904,6230,4,10,64800000,20191017,2019-10-18 5:55
201904,7120,4,8,57500000,20191017,2019-10-18 5:55
201904,3120,4,21,146900000,20191017,2019-10-18 5:55
201904,6210,4,19,176400000,20191017,2019-10-18 5:55
201904,3020,4,22,106240000,20191017,2019-10-18 5:55
201904,6310,4,15,124200000,20191017,2019-10-18 5:55
201904,7001,4,23,156400000,20191017,2019-10-18 5:55
201904,5160,4,51,331500000,20191017,2019-10-18 5:55
201904,3001,4,27,164000000,20191017,2019-10-18 5:55
201904,6120,4,12,83600000,20191017,2019-10-18 5:55
201904,2021,4,22,140000000,20191017,2019-10-18 5:55
201904,3150,4,38,285350000,20191017,2019-10-18 5:55
201904,2060,4,66,431940000,20191017,2019-10-18 5:55
201904,2000,1,17,118000000,20191017,2019-10-18 5:55
201904,2000,2,6,31300000,20191017,2019-10-18 5:55
201904,2010,1,28,204200000,20191017,2019-10-18 5:55
201904,2010,2,15,62600000,20191017,2019-10-18 5:55
201904,2011,1,18,105600000,20191017,2019-10-18 5:55
201904,2011,2,3,17100000,20191017,2019-10-18 5:55
201904,2020,1,23,188500000,20191017,2019-10-18 5:55
201904,2020,2,3,12900000,20191017,2019-10-18 5:55
201904,2021,1,10,64100000,20191017,2019-10-18 5:55
201904,2021,2,3,19000000,20191017,2019-10-18 5:55
201904,2030,1,33,226300000,20191017,2019-10-18 5:55
201904,2030,2,1,3300000,20191017,2019-10-18 5:55
201904,2040,1,21,171000000,20191017,2019-10-18 5:55
201904,2040,2,4,16000000,20191017,2019-10-18 5:55
201904,2050,1,12,83000000,20191017,2019-10-18 5:55
201904,2050,2,3,9100000,20191017,2019-10-18 5:55
201904,2060,1,31,207400000,20191017,2019-10-18 5:55
201904,2060,2,6,44800000,20191017,2019-10-18 5:55
201904,2070,1,13,88400000,20191017,2019-10-18 5:55
201904,2080,1,7,56100000,20191017,2019-10-18 5:55
201904,2110,1,5,42700000,20191017,2019-10-18 5:55
201904,2130,1,4,9300000,20191017,2019-10-18 5:55
201904,2130,2,2,13700000,20191017,2019-10-18 5:55
201904,2140,1,4,39800000,20191017,2019-10-18 5:55
201904,2150,1,5,16500000,20191017,2019-10-18 5:55
201904,2150,2,1,10000000,20191017,2019-10-18 5:55
201904,3000,1,14,107800000,20191017,2019-10-18 5:55
201904,3000,2,2,16200000,20191017,2019-10-18 5:55
201904,3001,1,8,47100000,20191017,2019-10-18 5:55
201904,3001,2,1,10000000,20191017,2019-10-18 5:55
201904,3010,1,10,90000000,20191017,2019-10-18 5:55
201904,3010,2,1,6600000,20191017,2019-10-18 5:55
201904,3020,1,12,52000000,20191017,2019-10-18 5:55
201904,3020,2,1,2000000,20191017,2019-10-18 5:55
201904,3110,1,10,57600000,20191017,2019-10-18 5:55
201904,3110,2,1,6000000,20191017,2019-10-18 5:55
201904,3120,1,10,77700000,20191017,2019-10-18 5:55
201904,3130,1,8,37200000,20191017,2019-10-18 5:55
201904,3130,2,1,6100000,20191017,2019-10-18 5:55
201904,3140,1,7,39000000,20191017,2019-10-18 5:55
201904,3140,2,1,3900000,20191017,2019-10-18 5:55
201904,3150,1,2,16700000,20191017,2019-10-18 5:55
201904,3150,2,13,88800000,20191017,2019-10-18 5:55
201904,4000,1,17,114500000,20191017,2019-10-18 5:55
201904,4000,2,3,20300000,20191017,2019-10-18 5:55
201904,4001,1,4,12100000,20191017,2019-10-18 5:55
201904,4020,1,8,68000000,20191017,2019-10-18 5:55
201904,4020,2,1,2800000,20191017,2019-10-18 5:55
201904,4030,1,8,53700000,20191017,2019-10-18 5:55
201904,4110,1,5,30500000,20191017,2019-10-18 5:55
201904,4120,1,3,17200000,20191017,2019-10-18 5:55
201904,4120,2,3,24700000,20191017,2019-10-18 5:55
201904,4130,1,2,7700000,20191017,2019-10-18 5:55
201904,4140,1,2,19400000,20191017,2019-10-18 5:55
201904,5000,1,11,58600000,20191017,2019-10-18 5:55
201904,5000,2,7,30000000,20191017,2019-10-18 5:55
201904,5010,1,15,95800000,20191017,2019-10-18 5:55
201904,5010,2,9,51500000,20191017,2019-10-18 5:55
201904,5110,1,5,32700000,20191017,2019-10-18 5:55
201904,5120,1,11,110900000,20191017,2019-10-18 5:55
201904,5120,2,3,18000000,20191017,2019-10-18 5:55
201904,5130,1,9,74400000,20191017,2019-10-18 5:55
201904,5130,2,2,5200000,20191017,2019-10-18 5:55
201904,5140,1,17,118300000,20191017,2019-10-18 5:55
201904,5140,2,13,50400000,20191017,2019-10-18 5:55
201904,5160,1,19,103800000,20191017,2019-10-18 5:55
201904,5160,2,8,53900000,20191017,2019-10-18 5:55
201904,5170,1,11,56500000,20191017,2019-10-18 5:55
201904,5180,1,13,94100000,20191017,2019-10-18 5:55
201904,5180,2,4,15100000,20191017,2019-10-18 5:55
201904,5190,1,10,64000000,20191017,2019-10-18 5:55
201904,5190,2,4,16300000,20191017,2019-10-18 5:55
201904,5210,1,6,48000000,20191017,2019-10-18 5:55
201904,5210,2,4,25000000,20191017,2019-10-18 5:55
201904,6000,1,15,117800000,20191017,2019-10-18 5:55
201904,6000,2,2,15000000,20191017,2019-10-18 5:55
201904,6001,1,2,24500000,20191017,2019-10-18 5:55
201904,6110,1,18,125000000,20191017,2019-10-18 5:55
201904,6110,2,3,26800000,20191017,2019-10-18 5:55
201904,6120,1,5,31800000,20191017,2019-10-18 5:55
201904,6130,1,4,20300000,20191017,2019-10-18 5:55
201904,6130,2,1,1500000,20191017,2019-10-18 5:55
201904,6210,1,10,82000000,20191017,2019-10-18 5:55
201904,6210,2,1,8400000,20191017,2019-10-18 5:55
201904,6220,1,1,5500000,20191017,2019-10-18 5:55
201904,6230,1,3,15100000,20191017,2019-10-18 5:55
201904,6230,2,2,8700000,20191017,2019-10-18 5:55
201904,6310,1,8,68300000,20191017,2019-10-18 5:55
201904,6310,2,5,35900000,20191017,2019-10-18 5:55
201904,7000,1,14,58200000,20191017,2019-10-18 5:55
201904,7000,2,3,8900000,20191017,2019-10-18 5:55
201904,7001,1,12,89500000,20191017,2019-10-18 5:55
201904,7001,2,6,47400000,20191017,2019-10-18 5:55
201904,7110,1,6,56000000,20191017,2019-10-18 5:55
201904,7120,1,3,25500000,20191017,2019-10-18 5:55
201904,7210,1,12,86600000,20191017,2019-10-18 5:55
201904,7210,2,5,36900000,20191017,2019-10-18 5:55
201904,7220,1,6,40000000,20191017,2019-10-18 5:55
201904,2000,3,43,71070000,20191017,2019-10-18 5:55
201904,2010,3,42,70870000,20191017,2019-10-18 5:55
201904,2011,3,22,36110000,20191017,2019-10-18 5:55
201904,2020,3,20,34230000,20191017,2019-10-18 5:55
201904,2021,3,25,40300000,20191017,2019-10-18 5:55
201904,2030,3,50,85670000,20191017,2019-10-18 5:55
201904,2040,3,63,100410000,20191017,2019-10-18 5:55
201904,2050,3,32,52750000,20191017,2019-10-18 5:55
201904,2060,3,64,103440000,20191017,2019-10-18 5:55
201904,2070,3,16,29250000,20191017,2019-10-18 5:55
201904,2080,3,2,4000000,20191017,2019-10-18 5:55
201904,2110,3,3,3500000,20191017,2019-10-18 5:55
201904,2130,3,14,25000000,20191017,2019-10-18 5:55
201904,2140,3,3,6000000,20191017,2019-10-18 5:55
201904,2150,3,1,1800000,20191017,2019-10-18 5:55
201904,3000,3,49,75200000,20191017,2019-10-18 5:55
201904,3001,3,37,65310000,20191017,2019-10-18 5:55
201904,3010,3,30,46600000,20191017,2019-10-18 5:55
201904,3020,3,21,34030000,20191017,2019-10-18 5:55
201904,3110,3,28,50400000,20191017,2019-10-18 5:55
201904,3120,3,26,45700000,20191017,2019-10-18 5:55
201904,3130,3,14,28500000,20191017,2019-10-18 5:55
201904,3140,3,2,3000000,20191017,2019-10-18 5:55
201904,3150,3,19,37500000,20191017,2019-10-18 5:55
201904,4000,3,44,73870000,20191017,2019-10-18 5:55
201904,4001,3,12,20100000,20191017,2019-10-18 5:55
201904,4020,3,8,14500000,20191017,2019-10-18 5:55
201904,4030,3,11,16610000,20191017,2019-10-18 5:55
201904,4110,3,10,19000000,20191017,2019-10-18 5:55
201904,4120,3,1,2000000,20191017,2019-10-18 5:55
201904,4130,3,1,2000000,20191017,2019-10-18 5:55
201904,4140,3,1,500000,20191017,2019-10-18 5:55
201904,5000,3,70,120000000,20191017,2019-10-18 5:55
201904,5010,3,21,33300000,20191017,2019-10-18 5:55
201904,5110,3,31,53710000,20191017,2019-10-18 5:55
201904,5120,3,19,35900000,20191017,2019-10-18 5:55
201904,5130,3,12,18050000,20191017,2019-10-18 5:55
201904,5140,3,24,37160000,20191017,2019-10-18 5:55
201904,5160,3,13,22650000,20191017,2019-10-18 5:55
201904,5170,3,5,9000000,20191017,2019-10-18 5:55
201904,5180,3,12,23600000,20191017,2019-10-18 5:55
201904,5190,3,3,5250000,20191017,2019-10-18 5:55
201904,5210,3,3,5000000,20191017,2019-10-18 5:55
201904,6000,3,23,41540000,20191017,2019-10-18 5:55
201904,6001,3,2,2000000,20191017,2019-10-18 5:55
201904,6110,3,19,31950000,20191017,2019-10-18 5:55
201904,6120,3,10,17000000,20191017,2019-10-18 5:55
201904,6130,3,21,40050000,20191017,2019-10-18 5:55
201904,6210,3,12,24000000,20191017,2019-10-18 5:55
201904,6220,3,2,4000000,20191017,2019-10-18 5:55
201904,6230,3,3,5000000,20191017,2019-10-18 5:55
201904,7000,3,72,113960000,20191017,2019-10-18 5:55
201904,7001,3,2,3000000,20191017,2019-10-18 5:55
201904,7110,3,41,60910000,20191017,2019-10-18 5:55
201904,7120,3,5,10000000,20191017,2019-10-18 5:55
201904,7210,3,14,28000000,20191017,2019-10-18 5:55
201905,5120,4,25,147770000,20191017,2019-10-18 5:55
201905,2150,4,5,34400000,20191017,2019-10-18 5:55
201905,2020,4,37,240600000,20191017,2019-10-18 5:55
201905,2120,4,6,27310000,20191017,2019-10-18 5:55
201905,2080,4,20,111700000,20191017,2019-10-18 5:55
201905,2011,4,31,156000000,20191017,2019-10-18 5:55
201905,5170,4,19,116800000,20191017,2019-10-18 5:55
201905,6130,4,16,77050000,20191017,2019-10-18 5:55
201905,6110,4,28,128900000,20191017,2019-10-18 5:55
201905,5180,4,24,165200000,20191017,2019-10-18 5:55
201905,2070,4,26,150400000,20191017,2019-10-18 5:55
201905,2050,4,41,244950000,20191017,2019-10-18 5:55
201905,5190,4,11,52300000,20191017,2019-10-18 5:55
201905,5210,4,14,83400000,20191017,2019-10-18 5:55
201905,3000,4,44,331200000,20191017,2019-10-18 5:55
201905,3010,4,30,199800000,20191017,2019-10-18 5:55
201905,3110,4,34,214700000,20191017,2019-10-18 5:55
201905,7000,4,47,285500000,20191017,2019-10-18 5:55
201905,7110,4,26,138600000,20191017,2019-10-18 5:55
201905,3130,4,29,168100000,20191017,2019-10-18 5:55
201905,6001,4,7,65000000,20191017,2019-10-18 5:55
201905,5000,4,54,347490000,20191017,2019-10-18 5:55
201905,5110,4,17,87920000,20191017,2019-10-18 5:55
201905,5010,4,51,318500000,20191017,2019-10-18 5:55
201905,2000,4,47,254200000,20191017,2019-10-18 5:55
201905,2010,4,44,280000000,20191017,2019-10-18 5:55
201905,2110,4,20,138700000,20191017,2019-10-18 5:55
201905,4001,4,7,45800000,20191017,2019-10-18 5:55
201905,5130,4,25,172940000,20191017,2019-10-18 5:55
201905,7220,4,3,11200000,20191017,2019-10-18 5:55
201905,4020,4,23,153900000,20191017,2019-10-18 5:55
201905,4120,4,11,53240000,20191017,2019-10-18 5:55
201905,6000,4,32,192600000,20191017,2019-10-18 5:55
201905,3140,4,10,37700000,20191017,2019-10-18 5:55
201905,2130,4,48,344500000,20191017,2019-10-18 5:55
201905,2030,4,48,268000000,20191017,2019-10-18 5:55
201905,4140,4,3,19500000,20191017,2019-10-18 5:55
201905,7210,4,25,128700000,20191017,2019-10-18 5:55
201905,4000,4,31,213450000,20191017,2019-10-18 5:55
201905,4110,4,21,156900000,20191017,2019-10-18 5:55
201905,2140,4,16,71900000,20191017,2019-10-18 5:55
201905,2040,4,45,278900000,20191017,2019-10-18 5:55
201905,4130,4,3,25000000,20191017,2019-10-18 5:55
201905,4030,4,15,111790000,20191017,2019-10-18 5:55
201905,6220,4,10,69500000,20191017,2019-10-18 5:55
201905,5140,4,45,257840000,20191017,2019-10-18 5:55
201905,2060,4,56,388480000,20191017,2019-10-18 5:55
201905,3150,4,24,191260000,20191017,2019-10-18 5:55
201905,2021,4,10,56200000,20191017,2019-10-18 5:55
201905,6120,4,8,65000000,20191017,2019-10-18 5:55
201905,3001,4,36,258500000,20191017,2019-10-18 5:55
201905,5160,4,40,247800000,20191017,2019-10-18 5:55
201905,7001,4,16,115030000,20191017,2019-10-18 5:55
201905,6310,4,11,65700000,20191017,2019-10-18 5:55
201905,3020,4,11,57300000,20191017,2019-10-18 5:55
201905,6210,4,16,115400000,20191017,2019-10-18 5:55
201905,3120,4,23,170500000,20191017,2019-10-18 5:55
201905,7120,4,9,65200000,20191017,2019-10-18 5:55
201905,6230,4,11,70500000,20191017,2019-10-18 5:55
201905,2000,1,27,121200000,20191017,2019-10-18 5:55
201905,2000,2,1,4000000,20191017,2019-10-18 5:55
201905,2010,1,14,120200000,20191017,2019-10-18 5:55
201905,2010,2,13,72900000,20191017,2019-10-18 5:55
201905,2011,1,14,69300000,20191017,2019-10-18 5:55
201905,2011,2,3,8700000,20191017,2019-10-18 5:55
201905,2020,1,17,112500000,20191017,2019-10-18 5:55
201905,2020,2,2,7300000,20191017,2019-10-18 5:55
201905,2021,1,4,23700000,20191017,2019-10-18 5:55
201905,2030,1,29,148500000,20191017,2019-10-18 5:55
201905,2030,2,2,9000000,20191017,2019-10-18 5:55
201905,2040,1,15,94800000,20191017,2019-10-18 5:55
201905,2040,2,2,12300000,20191017,2019-10-18 5:55
201905,2050,1,12,66700000,20191017,2019-10-18 5:55
201905,2050,2,2,13000000,20191017,2019-10-18 5:55
201905,2060,1,22,146900000,20191017,2019-10-18 5:55
201905,2060,2,2,18400000,20191017,2019-10-18 5:55
201905,2070,1,20,131400000,20191017,2019-10-18 5:55
201905,2070,2,1,2300000,20191017,2019-10-18 5:55
201905,2080,1,12,75700000,20191017,2019-10-18 5:55
201905,2080,2,1,3200000,20191017,2019-10-18 5:55
201905,2110,1,8,72000000,20191017,2019-10-18 5:55
201905,2110,2,1,7700000,20191017,2019-10-18 5:55
201905,2120,1,5,26600000,20191017,2019-10-18 5:55
201905,2130,1,12,111400000,20191017,2019-10-18 5:55
201905,2140,1,4,12900000,20191017,2019-10-18 5:55
201905,2140,2,2,9000000,20191017,2019-10-18 5:55
201905,2150,1,2,22500000,20191017,2019-10-18 5:55
201905,3000,1,14,117700000,20191017,2019-10-18 5:55
201905,3001,1,12,96600000,20191017,2019-10-18 5:55
201905,3001,2,2,18000000,20191017,2019-10-18 5:55
201905,3010,1,15,100500000,20191017,2019-10-18 5:55
201905,3010,2,2,15200000,20191017,2019-10-18 5:55
201905,3020,1,6,32000000,20191017,2019-10-18 5:55
201905,3110,1,14,74800000,20191017,2019-10-18 5:55
201905,3120,1,4,18000000,20191017,2019-10-18 5:55
